"Results: (3,065)",<<  1  >>
A    B    C    D    E    F    G    H    I    J    K    L    M    N    O    P    Q    R    S    T    U    V    W    X    Y    Z
Pos,Box Art,Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
19,Boxart Missing,Stardew Valley,PC,Chucklefish,ConcernedApe,N/A,9.2,N/A,13.00m,N/A,N/A,N/A,N/A,N/A,26th Feb 16,21st Mar 18
20,Boxart Missing,Cities: Skylines,All,Paradox Interactive,Colossal Order,N/A,N/A,N/A,12.00m,N/A,N/A,N/A,N/A,N/A,10th Mar 15,27th Jan 21
21,Boxart Missing,Cooking Mama,Series,Majesco Entertainment,Cooking Mama Limited,N/A,N/A,N/A,12.00m,N/A,N/A,N/A,N/A,N/A,12th Sep 06,22nd Feb 20
22,Boxart Missing,Animal Crossing: Wild World,DS,Nintendo,Nintendo EAD,N/A,8.5,N/A,11.75m,N/A,N/A,N/A,N/A,N/A,05th Dec 05,N/A
23,Boxart Missing,Tomodachi,Series,Nintendo,Nintendo,N/A,N/A,N/A,10.47m,N/A,N/A,N/A,N/A,N/A,06th Jun 14,19th Feb 20
24,Boxart Missing,The Sims 3,All,Electronic Arts,Maxis,N/A,N/A,N/A,10.00m,N/A,N/A,N/A,N/A,N/A,02nd Jun 09,18th Oct 20
25,Boxart Missing,The Sims 3    Read the review,PC,Electronic Arts,EA Redwood Shores,8.8,8.5,N/A,N/A,7.96m,1.01m,6.46m,N/A,0.50m,02nd Jun 09,N/A
26,Boxart Missing,The Forest,Series,Endnight Games Ltd,Endnight Games Ltd,N/A,N/A,N/A,7.30m,N/A,N/A,N/A,N/A,N/A,30th Apr 18,27th Feb 23
27,Boxart Missing,Tomodachi Life,3DS,Nintendo,Nintendo,N/A,7.8,N/A,6.71m,N/A,N/A,N/A,N/A,N/A,06th Jun 14,05th Jan 18
28,Boxart Missing,Elite,Series,Imagineer,David Braben,N/A,N/A,N/A,6.40m,N/A,N/A,N/A,N/A,N/A,20th Sep 84,19th Jan 21
29,Boxart Missing,Pokémon Snap,Series,Nintendo,HAL Laboratory,N/A,N/A,N/A,6.03m,N/A,N/A,N/A,N/A,N/A,30th Jun 99,05th Aug 21
30,Boxart Missing,Championship Manager,Series,Domark Software,Intelek,N/A,N/A,N/A,6.00m,N/A,N/A,N/A,N/A,N/A,01st Sep 92,12th Feb 20
31,Boxart Missing,Euro Truck Simulator 2,PC,SCS Software,SCS Software,N/A,8.5,N/A,5.98m,N/A,N/A,N/A,N/A,N/A,16th Jan 13,31st Dec 17
32,Boxart Missing,Style Savvy,Series,Nintendo,syn Sophia,N/A,N/A,N/A,5.83m,N/A,N/A,N/A,N/A,N/A,02nd Nov 09,10th May 22
33,Boxart Missing,Anno,Series,GT Interactive,Max Design,N/A,N/A,N/A,5.70m,N/A,N/A,N/A,N/A,N/A,01st Feb 00,12th May 21
34,Boxart Missing,Cooking Mama,DS,Majesco,Office Create,N/A,6.6,N/A,N/A,5.66m,3.09m,1.92m,0.07m,0.58m,12th Sep 06,N/A
35,Boxart Missing,Slime Rancher,Series,Monomi Park,Monomi Park,N/A,N/A,N/A,5.30m,N/A,N/A,N/A,N/A,N/A,01st Aug 17,23rd Sep 22
36,Boxart Missing,The Forest,PC,Endnight Games Ltd,Endnight Games Ltd,N/A,N/A,N/A,5.30m,N/A,N/A,N/A,N/A,N/A,30th May 14,27th Feb 23
37,Boxart Missing,Microsoft Flight Simulator,PC,Microsoft,Microsoft,N/A,7.0,N/A,N/A,5.12m,3.22m,1.69m,N/A,0.20m,31st Oct 96,N/A
38,Boxart Missing,Cities: Skylines,PC,Paradox Interactive,Colossal Order,N/A,N/A,N/A,5.00m,N/A,N/A,N/A,N/A,N/A,10th Mar 15,14th Jan 18
39,Boxart Missing,Kerbal Space Program,All,Private Division,Squad,N/A,N/A,N/A,5.00m,N/A,N/A,N/A,N/A,N/A,27th Apr 15,10th Jan 21
40,Boxart Missing,Kerbal Space Program,Series,Private Division,Squad,N/A,N/A,N/A,5.00m,N/A,N/A,N/A,N/A,N/A,27th Apr 15,06th Feb 20
41,Boxart Missing,SimCity 3000,PC,Electronic Arts,Maxis,N/A,8.5,N/A,5.00m,N/A,N/A,N/A,N/A,N/A,15th Mar 98,N/A
42,Boxart Missing,Slime Rancher,All,Monomi Park,Monomi Park,N/A,N/A,N/A,5.00m,N/A,N/A,N/A,N/A,N/A,01st Aug 17,15th Jan 22
43,Boxart Missing,The Long Dark,All,Hinterland Studio Inc.,Hinterland Studio Inc.,N/A,N/A,N/A,5.00m,N/A,N/A,N/A,N/A,N/A,01st Aug 17,18th Feb 21
44,Boxart Missing,Nintendogs + cats    Read the review,3DS,Nintendo,Nintendo EAD,7.7,7.2,N/A,4.68m,N/A,N/A,N/A,N/A,N/A,27th Mar 11,N/A
45,Boxart Missing,Animal Crossing: City Folk    Read the review,Wii,Nintendo,Nintendo EAD,6.8,7.1,8.8,4.32m,N/A,N/A,N/A,N/A,N/A,16th Nov 08,N/A
46,Boxart Missing,The Sims 4    Read the review,PC,Electronic Arts,Maxis,5.8,7.0,N/A,N/A,4.10m,1.20m,2.60m,N/A,0.30m,02nd Sep 14,29th Dec 17
47,Boxart Missing,Ace Combat 7: Skies Unknown,All,Bandai Namco Entertainment,Bandai Namco Studios,N/A,N/A,N/A,4.00m,N/A,N/A,N/A,N/A,N/A,18th Jan 19,03rd Dec 20
48,Boxart Missing,The Sims: Unleashed,PC,Electronic Arts,Maxis,N/A,7.3,N/A,N/A,3.76m,2.03m,1.56m,N/A,0.17m,23rd Sep 02,N/A
49,Boxart Missing,MySims,DS,Electronic Arts,EA Redwood Shores,N/A,6.7,N/A,N/A,3.66m,1.58m,1.60m,0.08m,0.40m,18th Sep 07,N/A
50,Boxart Missing,Pokémon Snap,N64,Nintendo,HAL Laboratory,N/A,7.9,N/A,3.63m,N/A,N/A,N/A,N/A,N/A,30th Jun 99,20th Apr 18
51,Boxart Missing,Cooking Mama 2: Dinner With Friends,DS,Majesco,Office Create,N/A,6.9,N/A,N/A,3.58m,1.60m,1.49m,0.10m,0.39m,13th Nov 07,N/A
52,Boxart Missing,Animal Crossing: Happy Home Designer,3DS,Nintendo,Nintendo EAD,N/A,6.6,N/A,3.51m,N/A,N/A,N/A,N/A,N/A,25th Sep 15,14th Jan 18
53,Boxart Missing,Elite Dangerous,All,Frontier Developments,Frontier Developments,N/A,N/A,N/A,3.50m,N/A,N/A,N/A,N/A,N/A,16th Dec 14,19th Jan 21
54,Boxart Missing,SimCity 2000,All,Maxis,Maxis,N/A,N/A,N/A,3.40m,N/A,N/A,N/A,N/A,N/A,01st Jan 93,27th Nov 20
55,Boxart Missing,Spintires,Series,IMGN PRO,Saber Interactive,N/A,N/A,N/A,3.39m,N/A,N/A,N/A,N/A,N/A,13th Jun 14,04th Mar 20
56,Boxart Missing,SimCity,All,Maxis,Maxis,N/A,N/A,N/A,3.18m,N/A,N/A,N/A,N/A,N/A,02nd Feb 89,27th Nov 20
57,Boxart Missing,The Sims: Vacation,PC,Electronic Arts,Maxis,N/A,N/A,N/A,N/A,3.07m,1.72m,1.21m,N/A,0.14m,25th Mar 02,N/A
58,Boxart Missing,Farming Simulator 15﻿,All,Focus Home Interactive,Giants Software,N/A,N/A,N/A,3.00m,N/A,N/A,N/A,N/A,N/A,30th Oct 14,18th Dec 20
59,Boxart Missing,Farming Simulator 22,All,Giants Software,Giants Software,N/A,N/A,N/A,3.00m,N/A,N/A,N/A,N/A,N/A,22nd Nov 21,01st Dec 21
60,Boxart Missing,Jurassic World Evolution,All,Frontier Developments,Frontier Developments,N/A,N/A,N/A,3.00m,N/A,N/A,N/A,N/A,N/A,12th Jun 18,19th Jan 21
61,Boxart Missing,Space Engineers,PC,Keen Software House,Keen Software House,N/A,N/A,N/A,3.00m,N/A,N/A,N/A,N/A,N/A,28th Feb 19,13th Sep 18
62,Boxart Missing,Style Savvy,DS,Nintendo,syn Sophia,N/A,7.6,N/A,2.98m,N/A,N/A,N/A,N/A,N/A,02nd Nov 09,N/A
63,Boxart Missing,Cooking Mama: Cook Off,Wii,Majesco,Office Create,N/A,5.9,N/A,N/A,2.89m,1.41m,1.12m,0.05m,0.30m,20th Mar 07,N/A
64,Boxart Missing,Imagine: Babyz,DS,Ubisoft,Visual Impact,N/A,3.5,N/A,N/A,2.87m,1.30m,1.26m,N/A,0.31m,23rd Oct 07,N/A
65,Boxart Missing,Prison Architect,PC,Introversion Software,Introversion Software,N/A,N/A,N/A,2.86m,N/A,N/A,N/A,N/A,N/A,06th Oct 15,18th Aug 18
66,Boxart Missing,Top Gun,Series,Ocean Software,Ocean Software,N/A,N/A,N/A,2.85m,N/A,N/A,N/A,N/A,N/A,01st Dec 86,21st Sep 22
67,Boxart Missing,Imagine: Fashion Designer,DS,Ubisoft,Virtual Toys / Lexis Numerique,N/A,3.0,N/A,N/A,2.81m,1.32m,1.19m,N/A,0.30m,23rd Oct 07,17th Sep 18
68,Boxart Missing,The Sims,PS2,Electronic Arts,Edge of Reality,N/A,N/A,N/A,N/A,2.77m,1.41m,1.12m,N/A,0.24m,12th Jan 03,N/A
69,Boxart Missing,1602 A.D.,PC,Sunflowers,Max Design,N/A,N/A,N/A,2.70m,N/A,N/A,N/A,N/A,N/A,01st Feb 00,N/A
70,Boxart Missing,Ace Combat 04: Shattered Skies,PS2,Namco,Namco,N/A,8.9,N/A,2.64m,N/A,N/A,N/A,N/A,N/A,01st Nov 01,N/A
71,Boxart Missing,Comanche,Series,NovaLogic,NUKKLEAR,N/A,N/A,N/A,2.50m,N/A,N/A,N/A,N/A,N/A,01st Jan 92,27th Mar 21
72,Boxart Missing,Goat Simulator,All,Coffee Stain Studios,Coffee Stain Studios,N/A,N/A,N/A,2.50m,N/A,N/A,N/A,N/A,N/A,01st Apr 14,21st Feb 21
73,Boxart Missing,Planet Coaster,PC,Frontier Developments,Frontier Developments,N/A,N/A,N/A,2.50m,N/A,N/A,N/A,N/A,N/A,17th Nov 16,22nd Sep 18
74,Boxart Missing,The Sims: Bustin' Out,PS2,Electronic Arts,Maxis,N/A,N/A,N/A,N/A,2.43m,1.07m,1.19m,N/A,0.18m,15th Dec 03,N/A
75,Boxart Missing,New Pokémon Snap,NS,Nintendo,Bandai Namco Studios,N/A,N/A,N/A,2.40m,N/A,N/A,N/A,N/A,N/A,30th Apr 21,17th Jun 20
76,Boxart Missing,The Sims 3,X360,Electronic Arts,The Sims Studio,N/A,8.0,N/A,N/A,2.31m,1.28m,0.82m,0.00m,0.20m,26th Oct 10,N/A
77,Boxart Missing,Tabletop Simulator,PC,Berserk Games,Berserk Games,N/A,N/A,N/A,2.30m,N/A,N/A,N/A,N/A,N/A,05th Jun 15,18th Feb 18
78,Boxart Missing,Animal Crossing,GC,Nintendo,Nintendo EAD,N/A,8.3,N/A,2.27m,N/A,N/A,N/A,N/A,N/A,15th Sep 02,N/A
79,Boxart Missing,Air Combat,PS,Namco,Namco,N/A,7.0,N/A,2.23m,N/A,N/A,N/A,N/A,N/A,29th Jun 95,N/A
80,Boxart Missing,Dance Dance Revolution X2,PS2,Konami,Konami Computer Entertainment Tokyo,N/A,N/A,N/A,N/A,2.23m,1.09m,0.85m,N/A,0.28m,27th Oct 09,N/A
81,Boxart Missing,Star Wars: Rogue Squadron,N64,LucasArts,Factor 5,N/A,9.0,N/A,2.17m,N/A,N/A,N/A,N/A,N/A,17th Nov 98,N/A
82,Boxart Missing,The Sims: House Party,PC,Maxis,Maxis,N/A,N/A,N/A,N/A,2.16m,1.23m,0.83m,N/A,0.10m,26th Mar 01,N/A
83,Boxart Missing,SimCity 2000,PC,Maxis,Maxis,N/A,8.0,N/A,N/A,2.14m,1.20m,0.84m,N/A,0.10m,01st Jan 93,N/A
84,Boxart Missing,Dance Dance Revolution Extreme,PS2,Konami,Konami Computer Entertainment Tokyo,N/A,N/A,N/A,N/A,2.13m,1.04m,0.81m,N/A,0.27m,21st Sep 04,N/A
85,Boxart Missing,Dance Dance Revolution: Hottest Party,Wii,Konami,Bemani,N/A,N/A,N/A,N/A,2.07m,1.35m,0.53m,N/A,0.19m,25th Sep 07,N/A
86,Boxart Missing,The Sims 2: Pets,DS,Electronic Arts,Maxis,N/A,4.8,N/A,N/A,2.07m,0.92m,0.93m,N/A,0.22m,31st Oct 06,N/A
87,Boxart Missing,The Sims 3,PS3,Electronic Arts,The Sims Studio,N/A,8.1,N/A,N/A,2.03m,0.73m,0.96m,0.02m,0.31m,26th Oct 10,N/A
88,Boxart Missing,1503 A.D.: The New World,PC,Electronic Arts,Sunflower Studios,N/A,N/A,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,23rd Mar 03,N/A
89,Boxart Missing,Farming Simulator 19,All,Focus Home Interactive,Giants Software,N/A,N/A,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,19th Nov 18,18th Dec 20
90,Boxart Missing,Football Manager 2019,All,Sega,Sports Interactive,N/A,N/A,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,02nd Nov 18,12th Feb 21
91,Boxart Missing,SimCity (2013),PC,Electronic Arts,Maxis,N/A,N/A,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,05th Mar 13,06th May 18
92,Boxart Missing,Sons of the Forest,PC,Newnight,Endnight Games Ltd,N/A,N/A,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,23rd Feb 23,27th Feb 23
93,Boxart Missing,Top Gun,NES,Konami,Konami,N/A,N/A,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,01st Nov 87,N/A
94,Boxart Missing,SimCity,SNES,Nintendo,Intelligent Systems,N/A,N/A,N/A,1.98m,N/A,N/A,N/A,N/A,N/A,10th Sep 91,N/A
95,Boxart Missing,The Sims: Makin' Magic,PC,Electronic Arts,Maxis,N/A,N/A,N/A,N/A,1.92m,1.03m,0.80m,N/A,0.09m,28th Oct 03,N/A
96,Boxart Missing,Star Wars Rogue Leader: Rogue Squadron II,GC,LucasArts,Factor 5,N/A,9.2,N/A,N/A,1.90m,1.03m,0.75m,0.03m,0.09m,09th Nov 01,N/A
97,Boxart Missing,The Long Dark,PC,Hinterland Studio Inc.,Hinterland Studio Inc.,N/A,N/A,N/A,1.88m,N/A,N/A,N/A,N/A,N/A,01st Aug 17,07th Aug 18
98,Boxart Missing,"Hey You, Pikachu!",N64,Nintendo,Ambrella,N/A,N/A,N/A,1.83m,N/A,N/A,N/A,N/A,N/A,05th Nov 00,N/A
99,Boxart Missing,The Sims: Hot Date,PC,Electronic Arts,Maxis,N/A,N/A,N/A,N/A,1.82m,1.81m,0.00m,N/A,N/A,21st Nov 01,N/A
100,Boxart Missing,DDRMAX2: Dance Dance Revolution,PS2,Konami,Konami Computer Entertainment Tokyo,N/A,N/A,N/A,N/A,1.81m,1.05m,0.59m,N/A,0.18m,23rd Sep 03,N/A
101,Boxart Missing,Ace Combat 5: The Unsung War,PS2,Namco,Namco,N/A,N/A,N/A,1.80m,N/A,N/A,N/A,N/A,N/A,25th Oct 04,N/A
102,Boxart Missing,The Urbz: Sims in the City,PS2,Electronic Arts,Maxis,N/A,N/A,N/A,N/A,1.76m,0.52m,0.95m,N/A,0.29m,09th Nov 04,N/A
103,Boxart Missing,Star Wars: Starfighter,PS2,LucasArts,LucasArts,N/A,N/A,N/A,N/A,1.76m,0.61m,0.87m,0.02m,0.26m,19th Feb 01,N/A
104,Boxart Missing,Dance Dance Revolution X,PS2,Konami,Konami Computer Entertainment Tokyo,N/A,N/A,N/A,N/A,1.75m,0.85m,0.66m,0.01m,0.22m,12th Sep 08,N/A
105,Boxart Missing,Imagine: Teacher,DS,Ubisoft,Magic Pockets,N/A,N/A,N/A,N/A,1.71m,0.70m,0.83m,N/A,0.19m,12th Aug 08,N/A
106,Boxart Missing,Game Dev Tycoon,PC,Greenheart Games,Greenheart Games,N/A,N/A,N/A,1.70m,N/A,N/A,N/A,N/A,N/A,15th Mar 13,02nd Feb 19
107,Boxart Missing,Cooking Mama 3: Shop & Chop,DS,505 Games,Cooking Mama Ltd.,N/A,N/A,N/A,N/A,1.69m,0.79m,0.66m,0.08m,0.17m,20th Oct 09,N/A
108,Boxart Missing,Tomodachi Collection: New Life,3DS,Nintendo,Nintendo,N/A,N/A,N/A,N/A,1.69m,N/A,N/A,1.69m,N/A,13th Apr 13,06th Jan 18
109,Boxart Missing,The Sims 3: Late Night Expansion Pack,PC,Electronic Arts,The Sims Studio,N/A,7.5,N/A,N/A,1.69m,0.59m,0.88m,N/A,0.22m,26th Oct 10,N/A
110,Boxart Missing,The Sims: Superstar,PC,Electronic Arts,Maxis,N/A,N/A,N/A,N/A,1.68m,1.67m,0.00m,N/A,N/A,12th May 03,N/A
111,Boxart Missing,MySims,Wii,Electronic Arts,EA Redwood Shores,N/A,7.1,N/A,N/A,1.65m,0.90m,0.54m,0.04m,0.17m,18th Sep 07,N/A
112,Boxart Missing,Kinectimals    Read the review,X360,Microsoft Game Studios,Frontier Studio,7.2,7.5,N/A,N/A,1.62m,1.02m,0.46m,0.00m,0.14m,04th Nov 10,N/A
113,Boxart Missing,Dance Dance Revolution: Hottest Party 2,Wii,Konami,Bemani,N/A,N/A,N/A,N/A,1.58m,0.94m,0.48m,0.01m,0.15m,12th Sep 08,N/A
114,Boxart Missing,MySims Kingdom,DS,Electronic Arts,EA Redwood Shores,N/A,N/A,N/A,N/A,1.56m,0.80m,0.59m,0.01m,0.16m,28th Oct 08,N/A
115,Boxart Missing,MySims Kingdom,Wii,Electronic Arts,EA Redwood Shores,N/A,N/A,N/A,N/A,1.52m,0.70m,0.64m,0.01m,0.16m,28th Oct 08,N/A
116,Boxart Missing,F-15 Strike Eagle,All,Microprose,MicroProse,N/A,N/A,N/A,1.50m,N/A,N/A,N/A,N/A,N/A,01st Jan 84,22nd Apr 21
117,Boxart Missing,Tamagotchi Connection: Corner Shop,DS,Bandai,NanaOn-Sha,N/A,N/A,N/A,1.48m,N/A,N/A,N/A,N/A,N/A,31st Jan 06,N/A
118,Boxart Missing,Imagine: Master Chef,DS,Ubisoft,MTO,N/A,N/A,N/A,N/A,1.47m,0.39m,0.91m,N/A,0.17m,23rd Oct 07,N/A
119,Boxart Missing,The Sims 3,Wii,Electronic Arts,The Sims Studio,N/A,N/A,N/A,N/A,1.46m,0.61m,0.70m,N/A,0.15m,15th Nov 10,N/A
120,Boxart Missing,Game de Hakken!! Tamagotchi 2,GB,Bandai,Tom Create,N/A,N/A,N/A,N/A,1.45m,N/A,N/A,1.44m,0.01m,17th Oct 97,N/A
121,Boxart Missing,Tamagotchi,GB,Bandai,Tom Create,N/A,N/A,N/A,N/A,1.45m,N/A,N/A,1.44m,0.01m,26th Jun 97,N/A
122,Boxart Missing,Style Savvy: Trendsetters,3DS,Nintendo,syn Sophia,N/A,N/A,N/A,1.44m,N/A,N/A,N/A,N/A,N/A,22nd Oct 12,07th Jan 18
123,Boxart Missing,Style Savvy: Fashion Forward,3DS,Nintendo,syn Sophia,N/A,6.5,N/A,1.41m,N/A,N/A,N/A,N/A,N/A,19th Aug 16,07th Jan 18
124,Boxart Missing,The Sims 4,PS4,Electronic Arts,Maxis,N/A,N/A,N/A,N/A,1.39m,0.44m,0.72m,0.01m,0.22m,17th Nov 17,29th Dec 17
125,Boxart Missing,Ace Combat 6: Fires of Liberation,X360,Namco Bandai,Namco Bandai Games,N/A,8.1,N/A,1.39m,N/A,N/A,N/A,N/A,N/A,23rd Oct 07,N/A
126,Boxart Missing,The Sims 2,PSP,Electronic Arts,Maxis,N/A,6.2,N/A,N/A,1.38m,0.49m,0.56m,N/A,0.33m,07th Dec 05,N/A
127,Boxart Missing,Dance Dance Revolution (Japan),PS,Konami,Konami Computer Entertainment Tokyo,N/A,N/A,N/A,N/A,1.35m,N/A,N/A,1.26m,0.09m,10th Apr 99,N/A
128,Boxart Missing,The Sims: Bustin' Out,GBA,Electronic Arts,Griptonite Games,N/A,N/A,N/A,N/A,1.33m,0.93m,0.35m,N/A,0.06m,02nd Dec 03,N/A
129,Boxart Missing,Satisfactory,PC,Coffee Stain Studios,Coffee Stain Studios,N/A,N/A,N/A,1.33m,N/A,N/A,N/A,N/A,N/A,18th Mar 19,07th Jun 19
130,Boxart Missing,Petz Wild Animals: Dolphinz,DS,Ubisoft,Magic Pockets,N/A,N/A,N/A,N/A,1.32m,0.71m,0.48m,N/A,0.13m,16th Oct 07,N/A
131,Boxart Missing,Elite Dangerous: Horizons,All,Frontier Developments,Frontier Developments,N/A,N/A,N/A,1.30m,N/A,N/A,N/A,N/A,N/A,15th Dec 15,19th Jan 21
132,Boxart Missing,Imagine: Wedding Designer,DS,Ubisoft,Virtual Toys / Lexis Numerique,N/A,N/A,N/A,N/A,1.28m,0.55m,0.59m,N/A,0.14m,04th Nov 08,17th Sep 18
133,Boxart Missing,The Sims 2: Nightlife,PC,Electronic Arts,Maxis,N/A,7.5,N/A,N/A,1.27m,1.22m,0.05m,N/A,N/A,13th Sep 05,N/A
134,Boxart Missing,SimCity 2000,PS,Maxis,Maxis,N/A,N/A,N/A,N/A,1.22m,0.68m,0.46m,N/A,0.08m,09th Jul 96,N/A
135,Boxart Missing,Slime Rancher,PC,Monomi Park,Monomi Park,N/A,N/A,N/A,1.22m,N/A,N/A,N/A,N/A,N/A,01st Aug 17,07th Aug 18
136,Boxart Missing,The Sims 2: Castaway,Wii,Electronic Arts,Maxis,N/A,N/A,N/A,N/A,1.21m,0.44m,0.63m,N/A,0.14m,23rd Oct 07,N/A
137,Boxart Missing,Jane's AH-64D Longbow,Series,Electronic Arts,Origin Systems,N/A,N/A,N/A,1.20m,N/A,N/A,N/A,N/A,N/A,01st Jan 96,15th Mar 21
138,Boxart Missing,SimCity,PC,Maxis,Maxis,N/A,N/A,N/A,1.20m,N/A,N/A,N/A,N/A,N/A,01st Jan 89,N/A
139,Boxart Missing,Hand Simulator,PC,Unknown,HFM Games,N/A,N/A,N/A,1.20m,N/A,N/A,N/A,N/A,N/A,N/A,03rd Feb 19
140,Boxart Missing,Nuclear Strike,PS,Electronic Arts,Electronic Arts,N/A,N/A,N/A,N/A,1.19m,0.66m,0.45m,N/A,0.08m,31st Aug 97,N/A
141,Boxart Missing,Soviet Strike,PS,Electronic Arts,EA Tiburon,N/A,N/A,N/A,N/A,1.17m,0.65m,0.44m,N/A,0.08m,31st Oct 96,N/A
142,Boxart Missing,Ace Combat 3: Electrosphere,PS,Namco,Namco,N/A,7.6,N/A,1.16m,N/A,N/A,N/A,N/A,N/A,02nd Mar 00,N/A
143,Boxart Missing,Worldwide Soccer Manager 2009,PC,Sega,Sports Interactive,N/A,N/A,N/A,N/A,1.15m,N/A,1.15m,N/A,0.01m,18th Nov 08,N/A
144,Boxart Missing,Dance Dance Revolution Extreme 2,PS2,Konami,Konami Computer Entertainment Hawaii,N/A,N/A,N/A,N/A,1.14m,0.95m,0.04m,N/A,0.16m,27th Sep 05,N/A
145,Boxart Missing,Pilotwings,SNES,Nintendo,Nintendo EAD,N/A,N/A,N/A,1.14m,N/A,N/A,N/A,N/A,N/A,13th Aug 91,N/A
146,Boxart Missing,Mobile Suit Gundam: Federation vs. Zeon,PS2,Bandai,Bandai,N/A,N/A,N/A,N/A,1.14m,0.12m,0.10m,0.88m,0.03m,09th Sep 02,N/A
147,Boxart Missing,MechAssault,XB,Microsoft Game Studios,Day 1 Studios,N/A,N/A,N/A,N/A,1.13m,1.01m,0.10m,N/A,0.03m,11th Nov 02,N/A
148,Boxart Missing,Pilotwings 64,N64,Nintendo,Paradigm Entertainment,N/A,N/A,N/A,1.12m,N/A,N/A,N/A,N/A,N/A,29th Sep 96,N/A
149,Boxart Missing,Petz Dogz 2,DS,Ubisoft,Yuke's Media Creations,N/A,N/A,N/A,N/A,1.10m,0.46m,0.52m,N/A,0.12m,14th Nov 07,N/A
150,Boxart Missing,Ace Combat 2,PS,Namco,Namco,N/A,8.5,N/A,1.09m,N/A,N/A,N/A,N/A,N/A,31st Jul 97,N/A
151,Boxart Missing,BeatMania,PS,Konami,Konami,N/A,N/A,N/A,N/A,1.09m,N/A,N/A,1.07m,0.02m,01st Oct 98,N/A
