"Results: (2,313)",<<  1  >>
A    B    C    D    E    F    G    H    I    J    K    L    M    N    O    P    Q    R    S    T    U    V    W    X    Y    Z
Pos,Box Art,Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
40,Boxart Missing,Mortal Kombat X    Read the review,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,N/A,N/A,N/A,N/A,3.49m,1.94m,0.94m,N/A,0.61m,14th Apr 15,04th Jan 18
41,Boxart Missing,Dragon Ball Z: Budokai,PS2,Atari,Dimps Corporation,N/A,N/A,N/A,3.46m,N/A,N/A,N/A,N/A,N/A,03rd Dec 02,N/A
42,Boxart Missing,Tekken 4,PS2,Namco,Namco,N/A,7.9,N/A,N/A,3.44m,1.55m,1.27m,0.33m,0.29m,23rd Sep 02,N/A
43,Boxart Missing,Tekken: Dark Resurrection    Read the review,PSP,Namco Bandai,8ing/Raizing,8.9,8.7,N/A,3.37m,N/A,N/A,N/A,N/A,N/A,25th Jul 06,N/A
44,Boxart Missing,WWF War Zone,PS,Acclaim Entertainment,Iguana Entertainment,N/A,N/A,N/A,N/A,3.36m,2.47m,0.76m,N/A,0.13m,14th Jul 98,N/A
45,Boxart Missing,Killer Instinct,SNES,Nintendo,Rare Ltd.,N/A,N/A,N/A,3.20m,N/A,N/A,N/A,N/A,N/A,01st Aug 95,N/A
46,Boxart Missing,WWF SmackDown! 2: Know Your Role,PS,THQ,Yuke's,N/A,8.7,N/A,N/A,3.20m,1.76m,1.21m,0.07m,0.16m,21st Nov 00,N/A
47,Boxart Missing,Tekken 6,PS3,Namco Bandai,Namco Bandai Games,N/A,7.9,N/A,3.12m,N/A,N/A,N/A,N/A,N/A,27th Oct 09,N/A
48,Boxart Missing,Mike Tyson's Punch-Out!!,NES,Nintendo,Nintendo IRD,N/A,N/A,N/A,3.02m,N/A,N/A,N/A,N/A,N/A,01st Oct 87,N/A
49,Boxart Missing,SoulCalibur IV,All,Namco Bandai Games,Project Soul,N/A,N/A,N/A,3.02m,N/A,N/A,N/A,N/A,N/A,29th Jul 08,20th Nov 20
50,Boxart Missing,Demon Slayer: Kimetsu no Yaiba – The Hinokami Chronicles,All,Sega,CyberConnect2,N/A,N/A,N/A,3.00m,N/A,N/A,N/A,N/A,N/A,15th Oct 21,04th Jan 22
51,Boxart Missing,Mortal Kombat,All,Midway,Midway,N/A,N/A,N/A,3.00m,N/A,N/A,N/A,N/A,N/A,08th Oct 92,28th Oct 20
52,Boxart Missing,Mortal Kombat (2011),All,Warner Bros. Interactive Entertainment,NetherRealm Studios,N/A,N/A,N/A,3.00m,N/A,N/A,N/A,N/A,N/A,19th Apr 11,28th Oct 20
53,Boxart Missing,WWE SmackDown! vs. Raw 2006,PS2,THQ,Yuke's,N/A,8.4,N/A,N/A,3.00m,1.57m,1.02m,N/A,0.41m,15th Nov 05,04th Jan 18
54,Boxart Missing,Street Fighter IV    Read the review,X360,Capcom,Capcom / Dimps Corporation,9.1,9.3,9.3,N/A,2.95m,1.83m,0.70m,0.15m,0.26m,17th Feb 09,N/A
55,Boxart Missing,WWE SmackDown! vs. RAW 2006,PS2,THQ,Yuke's,N/A,N/A,N/A,N/A,2.94m,1.45m,1.11m,0.04m,0.33m,14th Nov 05,N/A
56,Boxart Missing,Naruto Shippuden: Ultimate Ninja Storm Trilogy,All,Bandai Namco Entertainment,CyberConnect2,N/A,N/A,N/A,2.94m,N/A,N/A,N/A,N/A,N/A,26th Apr 18,31st Aug 22
57,Boxart Missing,Dragon Ball Z: Budokai 2,PS2,Atari,Dimps Corporation,N/A,N/A,N/A,2.90m,N/A,N/A,N/A,N/A,N/A,04th Dec 03,N/A
58,Boxart Missing,Mortal Kombat (2011)    Read the review,PS3,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.5,8.5,N/A,N/A,2.90m,1.98m,0.54m,N/A,0.38m,19th Apr 11,06th Jan 18
59,Boxart Missing,WWE SmackDown! vs. Raw,PS2,THQ,Yuke's,N/A,N/A,N/A,N/A,2.83m,1.32m,1.08m,0.04m,0.39m,02nd Nov 04,N/A
60,Boxart Missing,WWF SmackDown! Just Bring It,PS2,THQ,Yuke's,N/A,N/A,N/A,N/A,2.79m,1.19m,1.15m,0.04m,0.41m,18th Nov 01,N/A
61,Boxart Missing,Mortal Kombat Trilogy,PS,Midway Games,Avalanche Software,N/A,N/A,N/A,N/A,2.79m,1.98m,0.70m,N/A,0.11m,01st Sep 96,N/A
62,Boxart Missing,Tekken 7    Read the review,PS4,Namco Bandai Games,Namco Bandai Games,N/A,N/A,N/A,2.77m,N/A,N/A,N/A,N/A,N/A,02nd Jun 17,15th Jan 18
63,Boxart Missing,Ultimate Marvel vs. Capcom 3,All,Capcom,Capcom,N/A,N/A,N/A,2.70m,N/A,N/A,N/A,N/A,N/A,15th Nov 11,10th Oct 20
64,Boxart Missing,Mortal Kombat,GEN,Arena Entertainment,Probe Entertainment Limited,N/A,N/A,N/A,N/A,2.67m,1.95m,0.63m,N/A,0.09m,13th Sep 93,N/A
65,Boxart Missing,ARMS,NS,Nintendo,Nintendo EPD,N/A,7.9,N/A,2.66m,N/A,N/A,N/A,N/A,N/A,16th Jun 17,19th Nov 18
66,Boxart Missing,WWE SmackDown! Shut Your Mouth,PS2,THQ,Yuke's,N/A,N/A,N/A,N/A,2.66m,1.32m,1.29m,0.04m,N/A,31st Oct 02,N/A
67,Boxart Missing,WWE SmackDown vs. RAW 2007,PS2,THQ,Yuke's,N/A,8.0,N/A,N/A,2.58m,1.40m,0.88m,0.03m,0.26m,14th Nov 06,N/A
68,Boxart Missing,Dragon Ball Z: Budokai 3,PS2,Atari,Dimps Corporation,N/A,N/A,N/A,2.50m,N/A,N/A,N/A,N/A,N/A,16th Nov 04,N/A
69,Boxart Missing,Mortal Kombat II,All,Midway,Midway,N/A,N/A,N/A,2.50m,N/A,N/A,N/A,N/A,N/A,25th Jun 93,28th Oct 20
70,Boxart Missing,Street Fighter 30th Anniversary Collection,All,Capcom,Capcom,N/A,N/A,N/A,2.50m,N/A,N/A,N/A,N/A,N/A,29th May 18,12th Oct 20
71,Boxart Missing,Mortal Kombat: Deadly Alliance,PS2,Midway Games,Midway,N/A,8.2,N/A,N/A,2.49m,1.81m,0.52m,N/A,0.15m,16th Nov 02,N/A
72,Boxart Missing,BlazBlue,Series,Aksys Games,Arc System Works,N/A,N/A,N/A,2.44m,N/A,N/A,N/A,N/A,N/A,20th Nov 08,19th Feb 21
73,Boxart Missing,Dragon Ball: Xenoverse,PS4,Namco Bandai Games,Dimps Corporation,N/A,N/A,N/A,2.43m,N/A,N/A,N/A,N/A,N/A,24th Feb 15,11th Sep 18
74,Boxart Missing,Pro Wrestling,NES,Nintendo,TRY Corporation,N/A,N/A,N/A,2.40m,N/A,N/A,N/A,N/A,N/A,01st Mar 87,N/A
75,Boxart Missing,Mortal Kombat II (US & Others sales),GEN,Acclaim Entertainment,Probe Entertainment Limited,N/A,N/A,N/A,N/A,2.39m,1.78m,0.53m,N/A,0.08m,01st Jan 94,N/A
76,Boxart Missing,WCW/nWo Revenge,N64,THQ,Aki Corp.,N/A,N/A,N/A,N/A,2.38m,1.94m,0.39m,0.03m,0.02m,26th Oct 98,N/A
77,Boxart Missing,WWE SmackDown vs Raw 2008,PS2,THQ,Yuke's Media Creations,N/A,N/A,N/A,N/A,2.34m,0.92m,0.00m,0.01m,1.41m,13th Nov 07,N/A
78,Boxart Missing,Marvel vs. Capcom 3: Fate of Two Worlds,All,Capcom,Capcom,N/A,N/A,N/A,2.20m,N/A,N/A,N/A,N/A,N/A,15th Feb 11,10th Oct 20
79,Boxart Missing,Mortal Kombat (2011),X360,Warner Bros. Interactive Entertainment,NetherRealm Studios,N/A,8.6,N/A,N/A,2.12m,1.64m,0.31m,N/A,0.17m,19th Apr 11,06th Jan 18
80,Boxart Missing,UFC 2009 Undisputed,X360,THQ,Yuke's Osaka,N/A,8.4,N/A,N/A,2.07m,1.48m,0.39m,0.00m,0.19m,19th May 09,N/A
81,Boxart Missing,Mortal Kombat vs DC Universe,PS3,Midway Games,Midway Amusement Games,N/A,7.6,N/A,N/A,2.05m,1.52m,0.29m,N/A,0.25m,16th Nov 08,N/A
82,Boxart Missing,Dead or Alive 3,XB,Tecmo,Team Ninja,N/A,8.3,N/A,2.04m,N/A,N/A,N/A,N/A,N/A,14th Nov 01,N/A
83,Boxart Missing,Dragon Ball FighterZ,NS,Bandai Namco Entertainment,Arc System Works,N/A,9.0,N/A,2.01m,N/A,N/A,N/A,N/A,N/A,28th Sep 18,12th Jun 18
84,Boxart Missing,Stick Fight: The Game,PC,Unknown,Landfall West,N/A,N/A,N/A,2.01m,N/A,N/A,N/A,N/A,N/A,N/A,02nd Feb 19
85,Boxart Missing,Dragon Ball Z: Budokai Tenkaichi,PS2,Atari,Spike,N/A,N/A,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,18th Oct 05,N/A
86,Boxart Missing,Marvel vs. Capcom: Infinite,All,Capcom,Capcom,N/A,N/A,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,19th Sep 17,12th Oct 20
87,Boxart Missing,Naruto Shippuden: Ultimate Ninja Storm 3,All,Namco Bandai Games,CyberConnect2,N/A,N/A,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,05th Mar 13,16th Nov 20
88,Boxart Missing,Naruto: Ultimate Ninja Storm,All,Namco Bandai Games,CyberConnect2,N/A,N/A,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,04th Nov 08,16th Nov 20
89,Boxart Missing,SoulCalibur VI,All,Bandai Namco Entertainment,Bandai Namco Studios,N/A,N/A,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,19th Oct 18,21st Jul 21
90,Boxart Missing,Super Street Fighter II,SNES,Capcom,Capcom,N/A,N/A,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,01st Jun 94,N/A
91,Boxart Missing,WWE SmackDown! Here Comes the Pain,PS2,THQ,Yuke's,N/A,N/A,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,27th Oct 03,N/A
92,Boxart Missing,Mortal Kombat vs DC Universe,X360,Midway Games,Midway Amusement Games,N/A,7.6,N/A,N/A,1.99m,1.58m,0.23m,N/A,0.18m,16th Nov 08,N/A
93,Boxart Missing,Def Jam Vendetta,PS2,EA Sports BIG,Aki Corporation,N/A,N/A,N/A,N/A,1.94m,0.95m,0.74m,N/A,0.25m,31st Mar 03,N/A
94,Boxart Missing,Mortal Kombat II,SNES,Acclaim Entertainment,Sculptured Software,N/A,N/A,N/A,N/A,1.93m,1.48m,0.39m,N/A,0.06m,01st Jan 94,N/A
95,Boxart Missing,Virtua Fighter 2,SAT,Sega,Sega-AM2,N/A,N/A,N/A,N/A,1.93m,0.34m,0.26m,1.30m,0.03m,01st Jan 96,N/A
96,Boxart Missing,Dissidia: Final Fantasy    Read the review,PSP,Square Enix,Square Enix,8.9,8.1,10.0,1.90m,N/A,N/A,N/A,N/A,N/A,25th Aug 09,N/A
97,Boxart Missing,Mortal Kombat vs. DC Universe,All,Midway Games,Midway Games,N/A,N/A,N/A,1.90m,N/A,N/A,N/A,N/A,N/A,16th Nov 08,28th Oct 20
98,Boxart Missing,Mortal Kombat: Deception,All,Midway Games,Midway Games,N/A,N/A,N/A,1.90m,N/A,N/A,N/A,N/A,N/A,04th Oct 04,28th Oct 20
99,Boxart Missing,Street Fighter X Tekken,All,Capcom,Capcom,N/A,N/A,N/A,1.90m,N/A,N/A,N/A,N/A,N/A,06th Mar 12,12th Oct 20
100,Boxart Missing,Mortal Kombat: Deception,PS2,Midway Games,Midway Games,N/A,7.4,N/A,N/A,1.88m,0.92m,0.72m,N/A,0.24m,04th Oct 04,N/A
101,Boxart Missing,WCW Nitro,PS,THQ,Inland Productions,N/A,N/A,N/A,N/A,1.88m,1.42m,0.36m,0.03m,0.07m,31st Jan 98,N/A
102,Boxart Missing,UFC 2009 Undisputed,PS3,THQ,Yuke's Osaka,N/A,8.4,N/A,N/A,1.76m,1.07m,0.45m,0.01m,0.24m,19th May 09,N/A
103,Boxart Missing,WWF Attitude,PS,Acclaim Entertainment,Acclaim Entertainment,N/A,N/A,N/A,N/A,1.76m,1.27m,0.42m,N/A,0.07m,31st Jul 99,N/A
104,Boxart Missing,Def Jam: Fight for NY,PS2,Electronic Arts,AKI Corporation / EA Canada,N/A,N/A,N/A,N/A,1.76m,0.86m,0.67m,N/A,0.22m,20th Sep 04,N/A
105,Boxart Missing,Mortal Kombat X,XOne,Warner Bros. Interactive Entertainment,NetherRealm Studios,N/A,N/A,N/A,N/A,1.74m,1.34m,0.23m,N/A,0.18m,14th Apr 15,04th Jan 18
106,Boxart Missing,Injustice 2,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,N/A,N/A,N/A,N/A,1.72m,0.88m,0.54m,N/A,0.29m,16th May 17,06th Jan 18
107,Boxart Missing,Tekken 6,X360,Namco Bandai,Namco Bandai Games,N/A,7.8,N/A,1.70m,N/A,N/A,N/A,N/A,N/A,27th Oct 09,N/A
108,Boxart Missing,WCW vs. nWo: World Tour,N64,THQ,Aki Corp.,N/A,N/A,N/A,N/A,1.69m,1.37m,0.28m,0.03m,0.02m,16th Nov 97,N/A
109,Boxart Missing,Naruto Shippuden: Ultimate Ninja Storm Trilogy,PS4,Bandai Namco Entertainment,CyberConnect2,N/A,N/A,N/A,1.68m,N/A,N/A,N/A,N/A,N/A,26th Apr 18,03rd Mar 18
110,Boxart Missing,Virtua Fighter 4,PS2,Sega,Sega-AM2,N/A,9.3,N/A,1.68m,N/A,N/A,N/A,N/A,N/A,17th Mar 02,N/A
111,Boxart Missing,Fight Night Round 3,PS3,EA Sports,EA Chicago,N/A,N/A,N/A,N/A,1.67m,0.81m,0.58m,0.01m,0.26m,05th Dec 06,N/A
112,Boxart Missing,Dragon Ball Z: Budokai Tenkaichi 2,PS2,Atari,Spike,N/A,N/A,N/A,1.65m,N/A,N/A,N/A,N/A,N/A,07th Nov 06,N/A
113,Boxart Missing,Street Fighter II': Special Champion Edition,GEN,Capcom,Capcom,N/A,N/A,N/A,1.65m,N/A,N/A,N/A,N/A,N/A,27th Sep 93,N/A
114,Boxart Missing,Soul Blade,PS,Namco,Namco,N/A,8.6,N/A,N/A,1.59m,0.61m,0.41m,0.46m,0.10m,01st Jan 97,N/A
115,Boxart Missing,Fight Night Round 3,PS2,EA Sports,EA Chicago,N/A,N/A,N/A,N/A,1.56m,1.07m,0.40m,N/A,0.10m,20th Feb 06,N/A
116,Boxart Missing,Mortal Kombat,PS3,Warner Bros. Interactive,NetherRealm Studios,N/A,8.4,N/A,N/A,1.56m,1.06m,0.31m,N/A,0.19m,19th Apr 11,N/A
117,Boxart Missing,SoulCalibur IV,X360,Namco Bandai,Project Soul,N/A,8.3,N/A,1.54m,N/A,N/A,N/A,N/A,N/A,29th Jul 08,N/A
118,Boxart Missing,Mortal Kombat 3,SNES,Williams Entertainment,Sculptured Software,N/A,N/A,N/A,N/A,1.53m,1.19m,0.29m,N/A,0.05m,01st Oct 95,N/A
119,Boxart Missing,Knockout Kings,PS,EA Sports,Press Start Inc.,N/A,N/A,N/A,N/A,1.52m,1.07m,0.39m,N/A,0.06m,31st Oct 98,N/A
120,Boxart Missing,Fight Night Round 4,PS3,EA Sports,EA Canada,N/A,8.6,N/A,N/A,1.52m,0.92m,0.40m,N/A,0.20m,23rd Jun 09,N/A
121,Boxart Missing,Simpsons Wrestling,PS,Activision,Big Ape Productions,N/A,N/A,N/A,N/A,1.51m,0.23m,1.16m,N/A,0.11m,12th Apr 01,N/A
122,Boxart Missing,SoulCalibur II,GC,Namco,Namco,N/A,9.2,N/A,N/A,1.50m,0.99m,0.32m,0.11m,0.08m,27th Aug 03,N/A
123,Boxart Missing,Dead or Alive 5,All,Tecmo Koei,Team Ninja,N/A,N/A,N/A,1.50m,N/A,N/A,N/A,N/A,N/A,25th Sep 12,16th Oct 20
124,Boxart Missing,Naruto Shippuden: Ultimate Ninja Storm 4,XOne,Namco Bandai Games,CyberConnect2,N/A,N/A,N/A,1.50m,N/A,N/A,N/A,N/A,N/A,09th Feb 16,22nd Sep 18
125,Boxart Missing,SoulCalibur II,PS2,Namco,Namco,N/A,9.1,N/A,1.50m,N/A,N/A,N/A,N/A,N/A,27th Aug 03,N/A
126,Boxart Missing,Tekken Tag Tournament 2,All,Bandai Namco Games,Bandai Namco Games,N/A,N/A,N/A,1.50m,N/A,N/A,N/A,N/A,N/A,14th Sep 11,29th Oct 20
127,Boxart Missing,WWF No Mercy,N64,THQ,Aki Corp.,N/A,9.1,N/A,N/A,1.50m,1.20m,0.27m,0.02m,0.02m,17th Nov 00,N/A
128,Boxart Missing,SoulCalibur IV,PS3,Namco Bandai,Project Soul,N/A,8.4,N/A,1.48m,N/A,N/A,N/A,N/A,N/A,29th Jul 08,N/A
129,Boxart Missing,Fight Night 2004,PS2,EA Sports,EA Canada,N/A,N/A,N/A,N/A,1.48m,1.08m,0.20m,N/A,0.20m,05th Apr 04,N/A
130,Boxart Missing,Fight Night Round 3,X360,EA Sports,EA Chicago,N/A,8.6,N/A,N/A,1.47m,1.33m,0.03m,0.01m,0.10m,20th Feb 06,N/A
131,Boxart Missing,Mortal Kombat 4,PS,Midway Games,Eurocom Entertainment Software,N/A,N/A,N/A,N/A,1.46m,0.81m,0.55m,N/A,0.10m,24th Jun 98,N/A
132,Boxart Missing,WCW vs the World,PS,THQ,Aki Corp.,N/A,N/A,N/A,N/A,1.46m,1.17m,0.20m,0.04m,0.05m,28th Feb 98,N/A
133,Boxart Missing,Dragon Ball Z,SNES,Bandai,TOSE,N/A,N/A,N/A,N/A,1.45m,N/A,N/A,1.45m,0.00m,01st Jan 99,N/A
134,Boxart Missing,Tekken Tag Tournament 2    Read the review,PS3,Namco Bandai Games,Bandai Namco Games,8.0,N/A,N/A,1.45m,N/A,N/A,N/A,N/A,N/A,11th Sep 12,16th Mar 18
135,Boxart Missing,WWE SmackDown vs Raw 2008,X360,THQ,Yuke's Media Creations,N/A,7.3,N/A,N/A,1.43m,0.92m,0.38m,0.00m,0.13m,13th Nov 07,N/A
136,Boxart Missing,Dragon Ball FighterZ,XOne,Namco Bandai Games,Arc System Works,N/A,N/A,N/A,1.43m,N/A,N/A,N/A,N/A,N/A,26th Jan 18,02nd Apr 18
137,Boxart Missing,SoulCalibur III,PS2,Namco,Namco,N/A,8.5,N/A,1.43m,N/A,N/A,N/A,N/A,N/A,25th Oct 05,N/A
138,Boxart Missing,UFC Undisputed 2010    Read the review,PS3,THQ,Yuke's Future Media Creators,7.5,8.4,N/A,N/A,1.42m,0.80m,0.40m,0.02m,0.19m,25th May 10,N/A
139,Boxart Missing,Injustice: Gods Among Us,X360,Warner Bros. Interactive Entertainment,NetherRealm Studios,N/A,N/A,N/A,N/A,1.42m,0.97m,0.31m,N/A,0.14m,16th Apr 13,22nd Apr 18
140,Boxart Missing,Knockout Kings 2000,PS,EA Sports,EA Sports,N/A,N/A,N/A,N/A,1.41m,1.02m,0.34m,N/A,0.05m,31st Oct 99,N/A
141,Boxart Missing,Fight Night Round 4,X360,EA Sports,EA Canada,N/A,8.7,N/A,N/A,1.40m,0.95m,0.33m,N/A,0.13m,23rd Jun 09,N/A
142,Boxart Missing,Marvel vs. Capcom 2: New Age Of Heroes,All,Capcom,Capcom,N/A,N/A,N/A,1.40m,N/A,N/A,N/A,N/A,N/A,29th Jun 00,12th Oct 20
143,Boxart Missing,Street Fighter V    Read the review,PS4,Capcom,Capcom,N/A,N/A,N/A,N/A,1.39m,0.64m,0.42m,0.12m,0.22m,16th Feb 16,08th Jan 18
144,Boxart Missing,SoulCalibur V,All,Namco Bandai Games,Project Soul,N/A,N/A,N/A,1.38m,N/A,N/A,N/A,N/A,N/A,31st Jan 12,20th Nov 20
145,Boxart Missing,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,Capcom,Capcom,N/A,8.2,N/A,N/A,1.36m,0.81m,0.28m,0.11m,0.15m,15th Feb 11,N/A
